customer_id,age,gender,tenure_months,total_orders,avg_order_value,total_spent,last_purchase_days,app_opens_last_30d,support_tickets,satisfaction_score,referrals,discount_usage,membership,churn
CUST1265,22,Male,10,11,2590,28490,137,10,2,3.4,0,No,Silver,No
CUST1266,62,Male,22,15,4435,66525,179,3,1,3.6,3,No,Silver,No
CUST1267,59,Male,17,17,4458,75786,139,6,2,4.0,0,Yes,Free,No
CUST1268,26,Male,26,44,4359,191796,71,18,1,3.1,4,No,Free,No
CUST1269,66,Female,3,2,1755,3510,61,21,0,3.0,2,Yes,Free,No
CUST1270,50,Male,7,4,507,2028,130,7,2,3.5,2,Yes,Platinum,No
CUST1271,53,Female,44,70,2157,150990,82,15,4,3.8,0,Yes,Silver,No
CUST1272,53,Female,8,8,4928,39424,122,13,2,2.4,2,No,Platinum,No
CUST1273,35,Female,20,34,1756,59704,138,8,5,2.3,0,Yes,Free,Yes
CUST1274,26,Male,12,19,4450,84550,135,10,3,2.1,0,Yes,Free,Yes
CUST1275,46,Female,35,4,1539,6156,108,10,2,3.2,3,Yes,Free,No
CUST1276,67,Male,17,20,2616,52320,121,11,5,2.4,0,No,Free,Yes
CUST1277,31,Male,28,24,1184,28416,150,3,3,3.2,2,No,Gold,Yes
CUST1278,42,Female,41,55,4518,248490,118,14,5,2.6,4,No,Silver,Yes
CUST1279,32,Male,10,4,2297,9188,137,9,3,4.3,1,Yes,Silver,No
CUST1280,23,Female,22,7,2324,16268,17,26,0,1.3,2,No,Silver,No
CUST1281,59,Female,38,74,4034,298516,75,20,2,3.3,4,No,Gold,No
CUST1282,46,Female,57,58,562,32596,166,2,5,3.3,2,Yes,Free,Yes
CUST1283,32,Female,33,12,760,9120,153,4,0,2.5,4,No,Platinum,Yes
CUST1284,46,Male,22,1,4071,4071,10,32,4,2.7,2,Yes,Silver,No
CUST1285,21,Male,44,50,3692,184600,137,10,2,4.2,1,Yes,Gold,No
CUST1286,35,Female,37,25,1988,49700,130,7,1,2.1,3,Yes,Silver,No
CUST1287,67,Male,13,16,1630,26080,61,22,1,4.5,3,Yes,Free,No
CUST1288,66,Male,27,5,4775,23875,70,20,1,4.6,1,Yes,Silver,No
CUST1289,61,Male,15,19,854,16226,60,19,5,3.6,2,No,Free,No
CUST1290,56,Male,22,4,3274,13096,131,6,5,4.1,4,Yes,Gold,No
CUST1291,33,Male,30,6,1088,6528,60,23,3,3.5,0,Yes,Silver,No
CUST1292,28,Male,43,26,1104,28704,135,6,1,3.1,2,Yes,Free,No
CUST1293,31,Female,40,55,2728,150040,101,11,4,4.9,1,Yes,Free,No
CUST1294,20,Female,37,39,673,26247,12,25,5,2.1,5,No,Platinum,No
CUST1295,68,Female,34,9,853,7677,11,32,2,1.6,3,Yes,Gold,No
CUST1296,67,Male,44,45,3790,170550,34,25,5,2.1,3,Yes,Gold,No
CUST1297,59,Male,60,116,933,108228,50,19,2,3.5,2,No,Silver,No
CUST1298,55,Male,34,14,3452,48328,42,20,5,1.7,4,Yes,Gold,No
CUST1299,62,Female,58,112,758,84896,110,14,3,4.6,1,No,Free,No
CUST1300,59,Female,48,55,1367,75185,65,20,3,2.6,1,Yes,Free,Yes
CUST1301,35,Male,53,9,3106,27954,14,28,3,4.4,4,No,Silver,No
CUST1302,37,Female,35,15,4145,62175,176,1,4,2.0,4,No,Platinum,Yes
CUST1303,65,Male,42,37,1095,40515,161,7,5,2.3,2,No,Silver,Yes
CUST1304,42,Female,19,20,893,17860,38,25,2,1.2,2,No,Free,No
CUST1305,55,Female,8,8,4931,39448,25,26,5,2.0,5,No,Silver,No
CUST1306,30,Female,39,21,2610,54810,111,14,0,3.0,3,Yes,Gold,No
CUST1307,21,Female,33,57,4364,248748,175,2,3,4.8,3,Yes,Silver,Yes
CUST1308,31,Female,44,19,4639,88141,50,20,1,2.6,4,No,Gold,No
CUST1309,50,Male,28,29,2700,78300,110,13,0,3.6,0,Yes,Silver,No
CUST1310,45,Female,37,58,4497,260826,131,7,0,2.7,0,Yes,Free,No
CUST1311,69,Male,48,95,4353,413535,97,14,3,1.2,0,Yes,Gold,Yes
CUST1312,54,Female,25,6,4254,25524,154,5,1,3.0,1,Yes,Free,No
CUST1313,25,Female,36,4,4870,19480,118,9,3,1.3,2,No,Gold,Yes
CUST1314,61,Female,17,29,3929,113941,169,1,3,4.5,4,No,Silver,Yes
CUST1315,51,Male,24,42,713,29946,55,23,1,4.0,3,Yes,Gold,No
CUST1316,61,Female,21,3,2626,7878,68,20,0,2.5,0,No,Platinum,Yes
CUST1317,22,Female,2,1,638,638,145,8,0,3.6,3,No,Silver,No
CUST1318,22,Female,31,44,4693,206492,3,32,5,1.4,2,Yes,Silver,No
CUST1319,48,Male,44,55,4460,245300,128,6,1,3.8,5,Yes,Gold,No
CUST1320,62,Male,33,15,1163,17445,49,22,0,4.3,5,No,Free,No
CUST1321,26,Male,30,47,3332,156604,83,18,4,4.3,4,Yes,Free,No
CUST1322,59,Male,12,21,1573,33033,69,21,3,2.1,0,Yes,Silver,Yes
CUST1323,49,Female,44,46,4522,208012,147,7,4,2.1,0,Yes,Free,Yes
CUST1324,50,Male,12,7,661,4627,19,29,4,3.1,5,Yes,Free,No
CUST1325,20,Female,51,81,2000,162000,173,2,5,4.9,4,No,Platinum,Yes
CUST1326,47,Male,57,83,3678,305274,26,28,5,4.7,3,No,Silver,No
CUST1327,67,Male,49,39,4990,194610,25,24,5,2.4,2,Yes,Gold,No
CUST1328,29,Female,52,3,685,2055,159,4,4,4.1,5,No,Gold,Yes
CUST1329,46,Female,24,30,2480,74400,9,30,2,4.7,5,Yes,Free,No
CUST1330,20,Female,24,35,4488,157080,81,20,2,2.0,2,Yes,Platinum,No
CUST1331,43,Female,58,57,1329,75753,104,12,4,4.3,2,No,Gold,No
CUST1332,47,Female,60,29,4019,116551,139,9,3,2.1,5,Yes,Free,Yes
CUST1333,26,Male,11,18,4011,72198,87,14,4,2.4,3,No,Platinum,Yes
CUST1334,43,Female,13,20,3828,76560,23,27,4,1.8,3,No,Silver,No
CUST1335,19,Female,27,54,3848,207792,116,8,5,3.0,0,Yes,Platinum,No
CUST1336,20,Female,8,14,2985,41790,178,4,5,4.4,3,No,Gold,Yes
CUST1337,63,Male,10,3,1725,5175,165,6,5,3.1,1,Yes,Silver,No
CUST1338,21,Female,8,12,3344,40128,45,23,2,1.5,4,Yes,Silver,No
CUST1339,42,Male,20,30,3233,96990,135,11,4,2.0,3,No,Free,Yes
CUST1340,68,Male,8,10,4920,49200,54,22,3,3.3,2,No,Silver,No
CUST1341,30,Male,9,7,4496,31472,77,19,3,3.3,3,Yes,Free,No
CUST1342,56,Male,7,7,3170,22190,158,1,5,3.3,0,No,Platinum,Yes
CUST1343,61,Female,14,5,1998,9990,87,14,5,1.3,4,Yes,Gold,Yes
CUST1344,52,Female,28,35,2188,76580,15,29,4,4.0,4,Yes,Gold,No
CUST1345,40,Female,2,2,2947,5894,147,4,3,4.6,2,No,Silver,Yes
CUST1346,26,Male,57,111,1367,151737,37,22,4,3.0,4,No,Free,No
CUST1347,19,Male,43,52,4812,250224,110,12,2,3.9,1,Yes,Silver,No
CUST1348,58,Male,8,14,3508,49112,14,26,4,4.7,4,No,Free,No
CUST1349,61,Female,13,4,4024,16096,77,20,5,3.6,5,No,Free,No
CUST1350,48,Male,21,27,2512,67824,75,19,0,3.7,2,No,Silver,No
CUST1351,61,Female,47,24,739,17736,161,5,2,3.9,4,No,Gold,No
CUST1352,64,Female,28,40,547,21880,71,18,3,2.0,3,No,Gold,Yes
CUST1353,19,Male,35,29,4549,131921,18,30,3,3.3,0,Yes,Free,No
CUST1354,49,Female,23,45,3957,178065,119,9,5,4.4,5,Yes,Gold,No
CUST1355,35,Female,46,22,3779,83138,62,19,5,2.2,5,No,Free,Yes
CUST1356,30,Female,15,8,3728,29824,104,13,2,4.6,3,Yes,Free,No
CUST1357,63,Female,2,3,1748,5244,31,24,5,3.5,5,Yes,Platinum,No
CUST1358,22,Male,51,69,1667,115023,109,15,0,2.7,1,Yes,Free,No
CUST1359,59,Male,12,20,3990,79800,164,1,2,3.5,1,Yes,Free,No
CUST1360,61,Female,57,64,2397,153408,6,32,5,2.6,0,No,Silver,No
CUST1361,27,Female,52,4,4036,16144,175,2,1,4.4,0,Yes,Free,Yes
CUST1362,60,Male,36,18,2679,48222,138,7,0,2.9,0,Yes,Free,No
CUST1363,42,Female,3,2,2470,4940,86,14,2,4.6,0,No,Silver,No
CUST1364,51,Female,5,1,3220,3220,30,25,1,3.0,4,No,Gold,No
CUST1365,54,Female,3,6,2881,17286,171,0,4,3.6,5,Yes,Silver,Yes
CUST1366,47,Male,57,15,2443,36645,44,21,0,5.0,3,Yes,Free,No
CUST1367,24,Female,47,70,3646,255220,55,18,4,1.6,1,No,Gold,No
CUST1368,23,Female,19,16,3983,63728,159,3,1,3.9,4,No,Platinum,No
CUST1369,20,Male,2,3,4196,12588,148,4,3,1.6,0,Yes,Free,Yes
CUST1370,30,Male,44,73,3325,242725,30,22,3,4.4,2,Yes,Silver,No
CUST1371,20,Female,37,34,2327,79118,0,32,5,3.4,2,Yes,Silver,No
CUST1372,43,Male,54,27,722,19494,138,8,3,4.8,3,Yes,Silver,No
CUST1373,41,Female,17,13,2246,29198,92,14,4,4.5,1,Yes,Platinum,No
CUST1374,70,Female,14,4,1029,4116,67,17,0,1.3,1,No,Platinum,Yes
CUST1375,23,Male,28,27,633,17091,35,23,4,1.5,3,Yes,Silver,No
CUST1376,60,Female,27,9,4303,38727,78,18,4,3.4,0,No,Free,No
CUST1377,66,Male,54,69,4986,344034,66,20,3,3.1,0,Yes,Free,No
CUST1378,59,Female,10,19,601,11419,50,25,4,1.7,5,Yes,Silver,No
CUST1379,29,Male,3,6,4223,25338,156,1,1,1.5,1,Yes,Silver,Yes
CUST1380,66,Female,36,31,3228,100068,129,6,2,3.3,1,Yes,Platinum,No
CUST1381,53,Male,38,3,3045,9135,5,27,2,1.2,1,Yes,Free,No
CUST1382,19,Male,56,30,3058,91740,158,7,2,4.5,0,No,Silver,No
CUST1383,28,Female,25,21,3541,74361,53,22,5,4.2,2,No,Free,No
CUST1384,56,Male,22,35,2500,87500,87,15,3,4.1,3,No,Platinum,No
CUST1385,51,Female,48,6,1448,8688,167,1,3,1.1,3,No,Platinum,Yes
CUST1386,43,Male,39,32,2068,66176,144,5,2,1.2,4,Yes,Gold,No
CUST1387,35,Female,47,42,2553,107226,4,31,0,3.2,4,No,Free,No
CUST1388,38,Male,30,37,3505,129685,1,32,5,5.0,2,No,Free,No
CUST1389,53,Female,21,25,693,17325,57,20,2,2.4,1,Yes,Silver,No
CUST1390,57,Male,30,32,1241,39712,11,28,4,2.4,2,No,Gold,No
CUST1391,69,Male,28,35,4406,154210,4,27,2,1.5,4,Yes,Free,No
CUST1392,63,Male,31,22,3459,76098,105,14,2,3.7,5,Yes,Platinum,No
CUST1393,61,Male,57,88,2763,243144,168,1,0,3.6,4,Yes,Gold,No
CUST1394,39,Female,52,39,3920,152880,147,4,3,1.4,3,No,Free,Yes
CUST1395,70,Male,26,30,3423,102690,128,6,3,2.9,2,No,Free,Yes
CUST1396,47,Female,43,63,3754,236502,55,24,4,3.7,0,No,Silver,No
CUST1397,67,Male,22,32,3739,119648,69,18,2,3.0,4,Yes,Free,No
CUST1398,60,Male,21,31,4365,135315,55,22,1,3.7,3,Yes,Free,No
CUST1399,47,Female,1,1,537,537,53,24,4,4.3,1,No,Silver,No
CUST1400,25,Female,37,40,2198,87920,138,5,3,3.7,2,Yes,Platinum,No
CUST1401,51,Male,13,1,4526,4526,2,32,0,3.5,4,Yes,Platinum,No
CUST1402,64,Male,21,25,3713,92825,94,16,3,4.4,0,Yes,Free,No
CUST1403,26,Male,46,36,2283,82188,27,27,3,4.6,4,Yes,Gold,No
CUST1404,68,Female,9,7,2466,17262,110,13,0,2.6,0,No,Silver,No
CUST1405,37,Female,17,13,602,7826,106,15,2,1.7,2,No,Free,No
CUST1406,57,Male,47,10,541,5410,119,11,2,4.3,5,Yes,Silver,No
CUST1407,42,Female,21,23,3494,80362,132,6,3,1.9,0,Yes,Platinum,Yes
CUST1408,36,Female,31,18,3718,66924,123,11,4,4.7,0,Yes,Free,No
CUST1409,22,Female,39,32,3490,111680,89,16,1,1.1,3,Yes,Free,No
CUST1410,28,Female,59,97,4788,464436,15,25,4,4.7,5,No,Silver,No
CUST1411,32,Male,54,36,3869,139284,30,25,5,3.4,2,Yes,Free,No
CUST1412,25,Male,22,28,1561,43708,27,23,4,4.1,4,Yes,Gold,No
CUST1413,36,Male,12,16,3049,48784,134,10,3,2.6,5,Yes,Silver,Yes
CUST1414,40,Male,55,16,2176,34816,136,11,3,5.0,1,Yes,Gold,No
CUST1415,44,Female,6,2,4189,8378,38,27,1,1.9,2,No,Free,No
CUST1416,57,Female,53,8,4497,35976,170,2,1,2.1,5,Yes,Gold,Yes
CUST1417,49,Male,16,10,825,8250,26,28,1,1.2,2,Yes,Silver,No
CUST1418,43,Male,26,16,1620,25920,75,19,3,4.8,1,Yes,Free,No
CUST1419,44,Male,5,7,607,4249,116,11,3,2.8,4,No,Platinum,Yes
CUST1420,36,Female,9,11,3178,34958,88,16,4,3.7,3,No,Gold,No
CUST1421,67,Male,46,70,834,58380,106,14,3,3.7,5,Yes,Free,No
CUST1422,59,Female,40,1,2539,2539,121,7,5,4.5,4,No,Free,No
CUST1423,46,Male,14,12,1303,15636,125,11,2,3.7,1,No,Free,No
CUST1424,56,Male,44,38,2348,89224,97,12,2,3.2,4,Yes,Platinum,No
CUST1425,58,Female,42,45,1266,56970,32,28,1,3.8,2,No,Gold,No
CUST1426,50,Female,30,58,4027,233566,90,18,3,4.0,3,Yes,Free,No
CUST1427,36,Male,52,81,2806,227286,119,11,5,1.7,0,No,Silver,Yes
CUST1428,54,Female,52,1,3329,3329,1,28,2,1.4,5,Yes,Free,No
CUST1429,36,Female,26,32,1988,63616,141,8,4,1.3,4,Yes,Gold,Yes
CUST1430,50,Female,53,8,4629,37032,12,31,0,2.5,0,No,Free,No
CUST1431,64,Male,45,40,4066,162640,23,29,4,3.0,3,Yes,Free,No
CUST1432,33,Female,29,56,2873,160888,68,20,0,3.5,0,Yes,Silver,No
CUST1433,40,Female,19,24,1336,32064,33,24,5,4.8,4,No,Gold,No
CUST1434,24,Female,47,74,3809,281866,86,14,4,2.3,1,No,Silver,Yes
CUST1435,43,Male,8,15,4112,61680,18,30,2,4.0,5,No,Platinum,No
CUST1436,49,Male,23,39,3291,128349,29,25,3,3.1,2,Yes,Platinum,No
CUST1437,29,Male,53,103,4712,485336,48,20,0,1.9,2,Yes,Gold,No
CUST1438,25,Female,42,74,4483,331742,170,4,3,3.5,5,Yes,Free,Yes
CUST1439,22,Male,35,36,4268,153648,143,6,5,4.9,0,Yes,Silver,No
CUST1440,59,Female,31,25,2004,50100,179,0,3,1.5,2,Yes,Free,Yes
CUST1441,45,Female,53,57,2950,168150,113,10,2,3.0,5,Yes,Free,No
CUST1442,70,Male,35,45,3544,159480,115,12,5,1.2,5,Yes,Gold,Yes
CUST1443,22,Female,32,15,2533,37995,176,0,1,2.3,2,Yes,Gold,Yes
CUST1444,66,Male,58,80,2199,175920,138,8,1,3.5,1,Yes,Silver,No
CUST1445,43,Female,5,2,2780,5560,77,15,0,4.4,0,No,Silver,No
CUST1446,22,Male,16,29,1807,52403,174,0,2,3.9,1,Yes,Free,No
CUST1447,39,Female,17,4,3027,12108,34,25,3,2.9,1,Yes,Silver,No
CUST1448,32,Female,32,53,4338,229914,70,20,4,4.6,3,Yes,Silver,No
CUST1449,30,Female,38,50,1475,73750,156,3,4,2.2,0,Yes,Silver,Yes
CUST1450,45,Female,58,29,2556,74124,107,14,5,4.0,1,Yes,Gold,No
CUST1451,50,Female,32,31,2926,90706,53,20,0,2.9,4,Yes,Platinum,No
CUST1452,60,Female,52,81,4174,338094,22,27,0,4.6,2,No,Silver,No
CUST1453,40,Female,20,10,2928,29280,151,5,0,4.2,0,Yes,Free,No
CUST1454,50,Female,48,27,4233,114291,9,30,2,4.6,3,Yes,Silver,No
CUST1455,60,Male,56,105,859,90195,60,21,4,1.9,1,Yes,Silver,No
CUST1456,35,Female,2,3,2723,8169,135,10,5,3.7,4,Yes,Gold,Yes
CUST1457,67,Female,20,31,984,30504,47,24,2,4.0,2,Yes,Free,No
CUST1458,70,Female,47,21,1928,40488,111,10,5,4.0,2,No,Silver,No
CUST1459,47,Male,18,26,2580,67080,125,7,2,3.0,4,Yes,Silver,No
CUST1460,43,Female,1,2,1195,2390,156,6,3,1.0,0,No,Silver,Yes
CUST1461,33,Male,58,51,701,35751,86,13,2,2.0,2,Yes,Silver,No
CUST1462,30,Female,29,36,4357,156852,25,25,2,2.3,2,No,Silver,No
CUST1463,56,Male,29,52,1698,88296,164,6,3,4.4,2,Yes,Gold,No
CUST1464,50,Female,19,17,1767,30039,51,20,1,4.4,5,Yes,Free,No
CUST1465,43,Female,44,51,3470,176970,165,5,3,1.4,1,Yes,Free,Yes
CUST1466,65,Male,40,3,573,1719,5,30,0,4.8,1,Yes,Silver,No
CUST1467,18,Female,6,1,595,595,7,31,1,1.7,2,No,Free,No
CUST1468,66,Male,44,77,4768,367136,16,27,4,2.7,3,Yes,Silver,No
CUST1469,55,Female,39,1,3977,3977,75,18,5,1.9,5,No,Free,Yes
CUST1470,19,Female,50,57,2702,154014,33,27,2,4.4,2,Yes,Free,No
CUST1471,66,Female,54,17,757,12869,146,6,1,4.0,0,Yes,Free,No
CUST1472,23,Female,46,50,4158,207900,69,20,4,2.4,5,No,Platinum,Yes
CUST1473,63,Female,8,2,4925,9850,81,17,3,3.7,3,Yes,Gold,No
CUST1474,67,Male,24,14,3306,46284,117,13,3,1.7,0,No,Gold,Yes
CUST1475,55,Male,20,17,4756,80852,164,3,0,2.5,4,Yes,Silver,Yes
CUST1476,59,Female,54,3,685,2055,37,22,0,2.5,4,Yes,Silver,No
CUST1477,41,Female,14,2,642,1284,142,8,1,2.0,1,Yes,Free,Yes
CUST1478,35,Female,5,8,3853,30824,101,15,5,4.5,5,No,Free,No
CUST1479,44,Female,41,66,1139,75174,39,23,2,3.7,1,Yes,Gold,No
CUST1480,58,Male,40,34,4249,144466,136,9,3,2.1,1,No,Silver,Yes
CUST1481,25,Female,34,9,2574,23166,52,19,1,2.0,5,No,Platinum,No
CUST1482,45,Male,60,94,4468,419992,117,9,1,1.1,4,No,Silver,No
CUST1483,27,Female,16,20,701,14020,65,19,5,2.4,5,No,Free,Yes
CUST1484,34,Male,45,21,3592,75432,79,14,1,3.1,0,No,Free,No
CUST1485,46,Male,7,13,3665,47645,51,22,0,2.1,3,Yes,Platinum,No
CUST1486,23,Male,16,27,3579,96633,128,12,5,3.8,1,No,Free,No
CUST1487,31,Male,7,9,2602,23418,157,1,3,2.6,4,No,Free,Yes
CUST1488,39,Female,27,38,1410,53580,123,9,0,2.3,1,Yes,Free,No
CUST1489,23,Male,14,26,2071,53846,111,13,0,4.8,2,Yes,Silver,No
CUST1490,43,Male,14,12,3948,47376,0,28,5,2.1,3,Yes,Free,No
CUST1491,56,Male,44,25,2659,66475,166,6,5,2.6,0,Yes,Free,Yes
CUST1492,29,Male,33,9,4825,43425,15,27,1,2.5,1,Yes,Silver,No
CUST1493,52,Male,33,62,3044,188728,144,3,4,2.0,2,No,Free,Yes
CUST1494,31,Male,44,26,1829,47554,111,15,4,1.9,2,No,Free,Yes
CUST1495,39,Female,20,37,4113,152181,111,9,4,2.2,3,No,Free,Yes
CUST1496,68,Female,53,16,960,15360,101,13,1,4.5,4,Yes,Free,No
CUST1497,40,Female,47,37,1306,48322,81,20,2,4.1,4,Yes,Silver,No
CUST1498,65,Male,36,24,4199,100776,149,8,3,3.7,1,No,Free,No
CUST1499,24,Male,7,10,2773,27730,98,16,1,2.8,1,No,Silver,No
CUST1500,57,Female,32,20,558,11160,158,3,1,3.0,4,No,Free,No
CUST1501,67,Female,48,9,2975,26775,39,26,0,2.1,0,No,Gold,No
CUST1502,42,Male,3,5,1655,8275,154,4,4,1.3,0,No,Silver,Yes
CUST1503,30,Male,39,31,997,30907,35,26,5,2.3,2,No,Gold,No
CUST1504,38,Male,29,19,4825,91675,124,13,1,3.0,3,Yes,Silver,No
CUST1505,58,Male,24,20,4928,98560,3,29,2,1.2,0,Yes,Free,No
CUST1506,27,Male,22,23,4476,102948,117,11,3,1.4,1,Yes,Silver,Yes
CUST1507,70,Female,6,11,2107,23177,24,24,2,2.1,0,No,Gold,No
CUST1508,26,Female,48,27,1220,32940,94,13,1,2.5,3,No,Gold,No
CUST1509,32,Female,24,30,1774,53220,77,18,1,2.6,1,Yes,Free,No
CUST1510,69,Female,40,44,4367,192148,157,1,0,1.5,3,Yes,Free,Yes
CUST1511,19,Female,23,35,1190,41650,174,0,2,1.9,4,Yes,Gold,Yes
CUST1512,42,Female,54,71,4523,321133,11,26,0,2.0,3,No,Silver,No
CUST1513,30,Female,38,22,4652,102344,26,29,5,1.3,3,Yes,Silver,No
CUST1514,51,Male,10,10,3937,39370,172,0,2,2.3,3,Yes,Silver,Yes
CUST1515,68,Male,16,31,2855,88505,62,21,4,1.3,1,Yes,Free,Yes
CUST1516,51,Male,11,15,1249,18735,54,21,5,3.8,3,No,Silver,No
CUST1517,52,Female,32,30,3551,106530,157,2,4,2.5,3,Yes,Gold,Yes
CUST1518,55,Female,45,13,4064,52832,81,17,2,2.3,5,Yes,Gold,No
CUST1519,20,Male,6,12,2204,26448,13,26,0,1.5,5,Yes,Free,No
CUST1520,59,Female,24,4,3945,15780,55,18,4,1.9,2,No,Gold,No
CUST1521,23,Male,33,56,4944,276864,146,7,1,1.9,1,Yes,Free,No
CUST1522,65,Female,53,23,2877,66171,85,15,3,4.9,5,Yes,Platinum,No
CUST1523,66,Male,51,97,3731,361907,25,25,0,4.3,3,Yes,Silver,No
CUST1524,36,Male,12,2,2715,5430,91,17,5,1.1,0,Yes,Gold,Yes
CUST1525,20,Female,56,34,1385,47090,165,0,5,3.5,3,No,Silver,Yes
CUST1526,35,Male,27,36,1364,49104,35,22,2,2.0,0,Yes,Platinum,No
CUST1527,56,Male,38,17,3994,67898,145,6,5,1.4,4,Yes,Platinum,Yes
CUST1528,26,Male,18,28,3554,99512,77,19,3,3.8,4,No,Free,No
CUST1529,69,Female,45,14,1285,17990,111,13,3,1.5,1,No,Silver,Yes
CUST1530,29,Female,39,34,956,32504,22,27,1,2.8,1,Yes,Silver,No
CUST1531,22,Male,55,75,844,63300,118,12,5,3.5,4,Yes,Free,No
CUST1532,20,Female,13,25,1053,26325,115,14,0,3.2,1,No,Platinum,No
CUST1533,28,Female,53,77,1287,99099,141,10,3,4.9,0,Yes,Free,No
CUST1534,47,Male,40,55,2319,127545,21,28,0,4.1,0,No,Free,No
CUST1535,21,Male,30,2,1204,2408,27,29,1,4.1,2,No,Free,No
CUST1536,22,Male,53,98,1452,142296,42,22,2,2.4,1,No,Silver,No
CUST1537,18,Male,49,93,1314,122202,75,19,3,1.0,1,No,Gold,Yes
CUST1538,44,Female,41,37,2048,75776,17,31,3,3.9,2,Yes,Silver,No
CUST1539,45,Male,52,68,643,43724,99,11,3,5.0,3,Yes,Free,No
CUST1540,46,Female,13,12,3277,39324,123,9,5,2.6,0,Yes,Free,Yes
CUST1541,35,Female,34,26,4266,110916,108,9,0,4.9,3,No,Platinum,No
CUST1542,29,Male,36,61,4325,263825,35,22,3,1.6,5,No,Free,No
CUST1543,30,Female,30,28,1716,48048,124,13,0,2.2,2,Yes,Platinum,No
CUST1544,58,Male,25,3,2307,6921,6,32,5,1.7,5,No,Platinum,No
CUST1545,19,Female,2,4,4970,19880,22,27,4,2.9,5,Yes,Silver,Yes
CUST1546,54,Female,36,52,3239,168428,161,6,4,4.2,1,Yes,Platinum,No
CUST1547,62,Female,18,18,1789,32202,116,12,0,2.4,3,Yes,Free,No
CUST1548,33,Female,5,5,1055,5275,113,13,5,4.6,1,Yes,Platinum,No
CUST1549,65,Male,19,27,1362,36774,95,16,4,3.2,2,No,Free,No
CUST1550,41,Female,42,31,2985,92535,20,28,1,2.9,4,Yes,Silver,No
CUST1551,52,Female,18,27,2855,77085,69,22,1,4.1,1,Yes,Silver,No
CUST1552,39,Female,57,106,1465,155290,174,0,4,1.4,5,No,Silver,Yes
CUST1553,53,Female,32,1,2895,2895,52,20,2,4.1,5,No,Free,No
CUST1554,28,Female,21,6,975,5850,83,14,0,2.0,3,Yes,Gold,No
CUST1555,63,Male,10,11,1838,20218,105,15,4,2.1,3,No,Gold,Yes
CUST1556,46,Male,37,34,1024,34816,40,26,0,3.4,2,Yes,Platinum,No
CUST1557,52,Female,49,84,3071,257964,159,2,5,4.6,3,Yes,Silver,Yes
CUST1558,65,Male,22,21,1061,22281,127,7,4,3.3,0,Yes,Silver,No
CUST1559,32,Female,13,21,4202,88242,141,5,1,3.6,1,No,Platinum,No
CUST1560,48,Female,55,18,1705,30690,87,19,5,4.1,5,No,Platinum,No
CUST1561,59,Male,17,21,4533,95193,102,12,2,2.0,0,Yes,Silver,No
CUST1562,58,Male,9,4,4347,17388,106,11,0,4.3,2,Yes,Gold,No
CUST1563,60,Female,24,13,4701,61113,16,27,2,2.7,5,Yes,Silver,No
CUST1564,33,Male,44,82,2738,224516,24,29,1,1.7,0,No,Free,No
CUST1565,27,Female,14,20,1660,33200,63,20,3,2.4,0,No,Gold,Yes
CUST1566,66,Male,46,29,4325,125425,85,16,3,2.0,5,No,Gold,Yes
CUST1567,49,Female,8,9,571,5139,118,13,0,1.9,1,Yes,Free,No
CUST1568,68,Male,55,56,1254,70224,175,1,5,2.1,1,Yes,Free,Yes
CUST1569,19,Female,37,63,4352,274176,34,24,1,1.7,4,Yes,Silver,No
CUST1570,41,Male,19,27,1404,37908,36,23,0,3.7,0,Yes,Gold,No
CUST1571,40,Female,28,19,551,10469,54,18,5,3.3,1,Yes,Free,No
CUST1572,19,Male,46,49,3121,152929,144,4,0,3.6,0,No,Gold,No
CUST1573,55,Female,41,65,3690,239850,155,6,0,2.4,0,No,Silver,No
CUST1574,48,Female,30,38,4448,169024,128,10,2,4.1,2,No,Free,No
CUST1575,68,Male,7,3,1787,5361,52,20,4,1.5,2,Yes,Free,No
CUST1576,57,Male,59,52,2272,118144,72,19,1,3.3,5,Yes,Platinum,No
CUST1577,43,Male,58,1,4402,4402,112,13,2,2.1,0,Yes,Free,Yes
CUST1578,46,Female,26,40,4420,176800,12,31,5,3.1,2,Yes,Free,No
CUST1579,20,Female,40,21,1449,30429,46,24,4,2.3,5,Yes,Free,No
CUST1580,31,Female,46,86,3638,312868,159,6,0,4.2,1,No,Free,No
CUST1581,42,Male,54,15,2916,43740,27,25,3,4.6,0,No,Free,No
CUST1582,65,Male,60,50,2779,138950,52,21,2,4.0,2,Yes,Free,No
CUST1583,18,Female,46,48,1925,92400,30,24,1,1.7,1,Yes,Silver,No
CUST1584,70,Female,11,7,2084,14588,7,27,1,2.1,0,Yes,Silver,No
CUST1585,20,Female,14,17,1546,26282,71,19,4,4.7,5,Yes,Free,No
CUST1586,43,Male,21,4,2665,10660,123,12,2,2.7,0,No,Gold,Yes
CUST1587,35,Female,8,12,4523,54276,97,16,0,4.8,2,No,Free,No
CUST1588,26,Male,3,5,1676,8380,86,17,4,2.6,1,Yes,Platinum,Yes
CUST1589,55,Male,28,32,2660,85120,73,15,5,4.8,0,Yes,Free,No
CUST1590,40,Female,29,4,1531,6124,100,13,1,4.7,0,Yes,Gold,No
CUST1591,38,Female,23,1,3788,3788,24,29,5,3.6,5,No,Free,No
CUST1592,18,Female,18,33,1815,59895,114,13,2,1.0,4,Yes,Silver,No
